id,name,type,image,sound,phonemeSound
A,A,7,,eng/audio/a.ogg,eng/audio/a.ogg
B,B,7,,eng/audio/b.ogg,eng/audio/b.ogg
C,C,7,,eng/audio/c.ogg,eng/audio/c.ogg
D,D,7,,eng/audio/d.ogg,eng/audio/d.ogg
E,E,7,,eng/audio/e.ogg,eng/audio/e.ogg
F,F,7,,eng/audio/f.ogg,eng/audio/f.ogg
G,G,7,,eng/audio/g.ogg,eng/audio/g.ogg
H,H,7,,eng/audio/h.ogg,eng/audio/h.ogg
I,I,7,,eng/audio/i.ogg,eng/audio/i.ogg
J,J,7,,eng/audio/j.ogg,eng/audio/j.ogg
K,K,7,,eng/audio/k.ogg,eng/audio/k.ogg
L,L,7,,eng/audio/l.ogg,eng/audio/l.ogg
M,M,7,,eng/audio/m.ogg,eng/audio/m.ogg
N,N,7,,eng/audio/n.ogg,eng/audio/n.ogg
O,O,7,,eng/audio/o.ogg,eng/audio/o.ogg
P,P,7,,eng/audio/p.ogg,eng/audio/p.ogg
Q,Q,7,,eng/audio/q.ogg,eng/audio/q.ogg
R,R,7,,eng/audio/r.ogg,eng/audio/r.ogg
S,S,7,,eng/audio/s.ogg,eng/audio/s.ogg
T,T,7,,eng/audio/t.ogg,eng/audio/t.ogg
U,U,7,,eng/audio/u.ogg,eng/audio/u.ogg
V,V,7,,eng/audio/v.ogg,eng/audio/v.ogg
W,W,7,,eng/audio/w.ogg,eng/audio/w.ogg
X,X,7,,eng/audio/x.ogg,eng/audio/x.ogg
Y,Y,7,,eng/audio/y.ogg,eng/audio/y.ogg
Z,Z,7,,eng/audio/z.ogg,eng/audio/z.ogg
a,a,6,,eng/audio/a.ogg,eng/audio/a.ogg
b,b,6,,eng/audio/b.ogg,eng/audio/b.ogg
c,c,6,,eng/audio/c.ogg,eng/audio/c.ogg
d,d,6,,eng/audio/d.ogg,eng/audio/d.ogg
e,e,6,,eng/audio/e.ogg,eng/audio/e.ogg
f,f,6,,eng/audio/f.ogg,eng/audio/f.ogg
g,g,6,,eng/audio/g.ogg,eng/audio/g.ogg
h,h,6,,eng/audio/h.ogg,eng/audio/h.ogg
i,i,6,,eng/audio/i.ogg,eng/audio/i.ogg
j,j,6,,eng/audio/j.ogg,eng/audio/j.ogg
k,k,6,,eng/audio/k.ogg,eng/audio/k.ogg
l,l,6,,eng/audio/l.ogg,eng/audio/l.ogg
m,m,6,,eng/audio/m.ogg,eng/audio/m.ogg
n,n,6,,eng/audio/n.ogg,eng/audio/n.ogg
o,o,6,,eng/audio/o.ogg,eng/audio/o.ogg
p,p,6,,eng/audio/p.ogg,eng/audio/p.ogg
q,q,6,,eng/audio/q.ogg,eng/audio/q.ogg
r,r,6,,eng/audio/r.ogg,eng/audio/r.ogg
s,s,6,,eng/audio/s.ogg,eng/audio/s.ogg
t,t,6,,eng/audio/t.ogg,eng/audio/t.ogg
u,u,6,,eng/audio/u.ogg,eng/audio/u.ogg
v,v,6,,eng/audio/v.ogg,eng/audio/v.ogg
w,w,6,,eng/audio/w.ogg,eng/audio/w.ogg
x,x,6,,eng/audio/x.ogg,eng/audio/x.ogg
y,y,6,,eng/audio/y.ogg,eng/audio/y.ogg
z,z,6,,eng/audio/z.ogg,eng/audio/z.ogg
wall,wall,4,eng/image/wall.png,eng/audio/wall.ogg,eng/audio/wall.ogg
skirt,skirt,4,eng/image/skirt.png,eng/audio/skirt.ogg,eng/audio/skirt.ogg
fence,fence,4,eng/image/fence.png,eng/audio/fence.ogg,eng/audio/fence.ogg
grand children,grand children,4,eng/image/grand children.png,eng/audio/grand children.ogg,eng/audio/grand children.ogg
quartz,quartz,4,eng/image/quartz.png,eng/audio/quartz.ogg,eng/audio/quartz.ogg
garden,garden,4,eng/image/garden.png,eng/audio/garden.ogg,eng/audio/garden.ogg
vegetable,vegetable,4,eng/image/vegetable.png,eng/audio/vegetable.ogg,eng/audio/vegetable.ogg
earthworm,earthworm,4,eng/image/earthworm .png,eng/audio/earthworm .ogg,eng/audio/earthworm .ogg
blue,blue,4,eng/image/blue.png,eng/audio/blue.ogg,eng/audio/blue.ogg
milk shake,milk shake,4,eng/image/milk shake.png,eng/audio/milk shake.ogg,eng/audio/milk shake.ogg
lizard,lizard,4,eng/image/lizard.png,eng/audio/lizard.ogg,eng/audio/lizard.ogg
eyes,eyes,4,eng/image/eyes.png,eng/audio/eyes.ogg,eng/audio/eyes.ogg
strainer,strainer,4,eng/image/strainer.png,eng/audio/strainer.ogg,eng/audio/strainer.ogg
kiwifruit,kiwifruit,4,eng/image/kiwifruit.png,eng/audio/kiwifruit.ogg,eng/audio/kiwifruit.ogg
onion,onion,4,eng/image/onion.png,eng/audio/onion.ogg,eng/audio/onion.ogg
crop,crop,4,eng/image/crop.png,eng/audio/crop.ogg,eng/audio/crop.ogg
bee,bee,4,eng/image/bee.png,eng/audio/bee.ogg,eng/audio/bee.ogg
centigrade,centigrade,4,eng/image/centigrade.png,eng/audio/centigrade.ogg,eng/audio/centigrade.ogg
drumstick,drumstick,4,eng/image/drumstick.png,eng/audio/drumstick.ogg,eng/audio/drumstick.ogg
paint,paint,4,eng/image/paint.png,eng/audio/paint.ogg,eng/audio/paint.ogg
dvd player,dvd player,4,eng/image/dvd player.png,eng/audio/dvd player.ogg,eng/audio/dvd player.ogg
brush,brush,4,eng/image/brush.png,eng/audio/brush.ogg,eng/audio/brush.ogg
miserable,miserable,4,eng/image/miserable.png,eng/audio/miserable.ogg,eng/audio/miserable.ogg
violet,violet,4,eng/image/violet.png,eng/audio/violet.ogg,eng/audio/violet.ogg
saturn,saturn,4,eng/image/saturn.png,eng/audio/saturn.ogg,eng/audio/saturn.ogg
yesterday,yesterday,4,eng/image/yesterday .png,eng/audio/yesterday .ogg,eng/audio/yesterday .ogg
oatmeal,oatmeal,4,eng/image/oatmeal.png,eng/audio/oatmeal.ogg,eng/audio/oatmeal.ogg
ladder,ladder,4,eng/image/ladder.png,eng/audio/ladder.ogg,eng/audio/ladder.ogg
sideburn,sideburn,4,eng/image/sideburn.png,eng/audio/sideburn.ogg,eng/audio/sideburn.ogg
earrings,earrings,4,eng/image/earrings.png,eng/audio/earrings.ogg,eng/audio/earrings.ogg
you,you,4,eng/image/you.png,eng/audio/you.ogg,eng/audio/you.ogg
hungry,hungry,4,eng/image/hungry.png,eng/audio/hungry.ogg,eng/audio/hungry.ogg
termite,termite,4,eng/image/termite.png,eng/audio/termite.ogg,eng/audio/termite.ogg
twice a week,twice a week,4,eng/image/twice a week.png,eng/audio/twice a week.ogg,eng/audio/twice a week.ogg
finger,finger,4,eng/image/finger.png,eng/audio/finger.ogg,eng/audio/finger.ogg
mixer,mixer,4,eng/image/mixer.png,eng/audio/mixer.ogg,eng/audio/mixer.ogg
well,well,4,eng/image/well.png,eng/audio/well.ogg,eng/audio/well.ogg
kohlrabi,kohlrabi,4,eng/image/kohlrabi.png,eng/audio/kohlrabi.ogg,eng/audio/kohlrabi.ogg
cuckoo,cuckoo,4,eng/image/cuckoo.png,eng/audio/cuckoo.ogg,eng/audio/cuckoo.ogg
yard,yard,4,eng/image/yard.png,eng/audio/yard.ogg,eng/audio/yard.ogg
fly,fly,4,eng/image/fly.png,eng/audio/fly.ogg,eng/audio/fly.ogg
cook,cook,4,eng/image/cook.png,eng/audio/cook.ogg,eng/audio/cook.ogg
dog,dog,4,eng/image/dog.png,eng/audio/dog.ogg,eng/audio/dog.ogg
watercress,watercress,4,eng/image/watercress.png,eng/audio/watercress.ogg,eng/audio/watercress.ogg
turkey,turkey,4,eng/image/turkey.png,eng/audio/turkey.ogg,eng/audio/turkey.ogg
may,may,4,eng/image/may.png,eng/audio/may.ogg,eng/audio/may.ogg
chop,chop,4,eng/image/chop.png,eng/audio/chop.ogg,eng/audio/chop.ogg
light bulb,light bulb,4,eng/image/light bulb.png,eng/audio/light bulb.ogg,eng/audio/light bulb.ogg
police,police,4,eng/image/police.png,eng/audio/police.ogg,eng/audio/police.ogg
vest,vest,4,eng/image/vest.png,eng/audio/vest.ogg,eng/audio/vest.ogg
duck,duck,4,eng/image/duck.png,eng/audio/duck.ogg,eng/audio/duck.ogg
heart,heart,4,eng/image/heart.png,eng/audio/heart.ogg,eng/audio/heart.ogg
window,window,4,eng/image/window.png,eng/audio/window.ogg,eng/audio/window.ogg
clear,clear,4,eng/image/clear.png,eng/audio/clear.ogg,eng/audio/clear.ogg
tie,tie,4,eng/image/tie.png,eng/audio/tie.ogg,eng/audio/tie.ogg
coconut,coconut,4,eng/image/coconut.png,eng/audio/coconut.ogg,eng/audio/coconut.ogg
radish,radish,4,eng/image/radish.png,eng/audio/radish.ogg,eng/audio/radish.ogg
waranda,waranda,4,eng/image/waranda.png,eng/audio/waranda.ogg,eng/audio/waranda.ogg
magic,magic,4,eng/image/magic.png,eng/audio/magic.ogg,eng/audio/magic.ogg
flea,flea,4,eng/image/flea.png,eng/audio/flea.ogg,eng/audio/flea.ogg
deer,deer,4,eng/image/deer.png,eng/audio/deer.ogg,eng/audio/deer.ogg
blue whale,blue whale,4,eng/image/blue whale.png,eng/audio/blue whale.ogg,eng/audio/blue whale.ogg
owl,owl,4,eng/image/owl.png,eng/audio/owl.ogg,eng/audio/owl.ogg
celery,celery,4,eng/image/celery.png,eng/audio/celery.ogg,eng/audio/celery.ogg
apple,apple,4,eng/image/apple.png,eng/audio/apple.ogg,eng/audio/apple.ogg
papaya,papaya,4,eng/image/papaya.png,eng/audio/papaya.ogg,eng/audio/papaya.ogg
frog,frog,4,eng/image/frog.png,eng/audio/frog.ogg,eng/audio/frog.ogg
jam,jam,4,eng/image/jam.png,eng/audio/jam.ogg,eng/audio/jam.ogg
brake,brake,4,eng/image/brake.png,eng/audio/brake.ogg,eng/audio/brake.ogg
this evening,this evening,4,eng/image/this evening.png,eng/audio/this evening.ogg,eng/audio/this evening.ogg
valley,valley,4,eng/image/valley.png,eng/audio/valley.ogg,eng/audio/valley.ogg
summer,summer,4,eng/image/summer.png,eng/audio/summer.ogg,eng/audio/summer.ogg
fennel,fennel,4,eng/image/fennel.png,eng/audio/fennel.ogg,eng/audio/fennel.ogg
yesterday evening,yesterday evening,4,eng/image/yesterday evening.png,eng/audio/yesterday evening.ogg,eng/audio/yesterday evening.ogg
three times a week,three times a week,4,eng/image/three times a week.png,eng/audio/three times a week.ogg,eng/audio/three times a week.ogg
midddle finger,midddle finger,4,eng/image/midddle finger.png,eng/audio/midddle finger.ogg,eng/audio/midddle finger.ogg
last week,last week,4,eng/image/last week.png,eng/audio/last week.ogg,eng/audio/last week.ogg
foggy,foggy,4,eng/image/foggy.png,eng/audio/foggy.ogg,eng/audio/foggy.ogg
under,under,4,eng/image/under.png,eng/audio/under.ogg,eng/audio/under.ogg
knife,knife,4,eng/image/knife.png,eng/audio/knife.ogg,eng/audio/knife.ogg
ball,ball,4,eng/image/ball.png,eng/audio/ball.ogg,eng/audio/ball.ogg
tv stand,tv stand,4,eng/image/tv stand.png,eng/audio/tv stand.ogg,eng/audio/tv stand.ogg
lake,lake,4,eng/image/lake.png,eng/audio/lake.ogg,eng/audio/lake.ogg
herebal tea,herebal tea,4,eng/image/herebal tea.png,eng/audio/herebal tea.ogg,eng/audio/herebal tea.ogg
bull,bull,4,eng/image/bull .png,eng/audio/bull .ogg,eng/audio/bull .ogg
necklace,necklace,4,eng/image/necklace.png,eng/audio/necklace.ogg,eng/audio/necklace.ogg
octagon,octagon,4,eng/image/octagon.png,eng/audio/octagon.ogg,eng/audio/octagon.ogg
maina,maina,4,eng/image/maina.png,eng/audio/maina.ogg,eng/audio/maina.ogg
hanger,hanger,4,eng/image/hanger.png,eng/audio/hanger.ogg,eng/audio/hanger.ogg
muscles,muscles,4,eng/image/muscles.png,eng/audio/muscles.ogg,eng/audio/muscles.ogg
earlobe,earlobe,4,eng/image/earlobe.png,eng/audio/earlobe.ogg,eng/audio/earlobe.ogg
peaocock,peaocock,4,eng/image/peaocock.png,eng/audio/peaocock.ogg,eng/audio/peaocock.ogg
january,january,4,eng/image/january.png,eng/audio/january.ogg,eng/audio/january.ogg
socks,socks,4,eng/image/socks.png,eng/audio/socks.ogg,eng/audio/socks.ogg
stick,stick,4,eng/image/stick.png,eng/audio/stick.ogg,eng/audio/stick.ogg
dining table,dining table,4,eng/image/dining table.png,eng/audio/dining table.ogg,eng/audio/dining table.ogg
cup,cup,4,eng/image/cup.png,eng/audio/cup.ogg,eng/audio/cup.ogg
butternut squash,butternut squash,4,eng/image/butternut squash.png,eng/audio/butternut squash.ogg,eng/audio/butternut squash.ogg
tamarind,tamarind,4,eng/image/tamarind.png,eng/audio/tamarind.ogg,eng/audio/tamarind.ogg
lettuce,lettuce,4,eng/image/lettuce.png,eng/audio/lettuce.ogg,eng/audio/lettuce.ogg
kale,kale,4,eng/image/kale.png,eng/audio/kale.ogg,eng/audio/kale.ogg
plate,plate,4,eng/image/plate.png,eng/audio/plate.ogg,eng/audio/plate.ogg
pant,pant,4,eng/image/pant.png,eng/audio/pant.ogg,eng/audio/pant.ogg
honey eater,honey eater,4,eng/image/honey eater.png,eng/audio/honey eater.ogg,eng/audio/honey eater.ogg
juice,juice,4,eng/image/juice.png,eng/audio/juice.ogg,eng/audio/juice.ogg
young,young,4,eng/image/young.png,eng/audio/young.ogg,eng/audio/young.ogg
tongue,tongue,4,eng/image/tongue.png,eng/audio/tongue.ogg,eng/audio/tongue.ogg
dark blue,dark blue,4,eng/image/dark blue.png,eng/audio/dark blue.ogg,eng/audio/dark blue.ogg
globe,globe,4,eng/image/globe.png,eng/audio/globe.ogg,eng/audio/globe.ogg
black beans,black beans,4,eng/image/black beans.png,eng/audio/black beans.ogg,eng/audio/black beans.ogg
beetle,beetle,4,eng/image/beetle.png,eng/audio/beetle.ogg,eng/audio/beetle.ogg
iris,iris,4,eng/image/iris.png,eng/audio/iris.ogg,eng/audio/iris.ogg
eel,eel,4,eng/image/eel.png,eng/audio/eel.ogg,eng/audio/eel.ogg
teenager,teenager,4,eng/image/teenager.png,eng/audio/teenager.ogg,eng/audio/teenager.ogg
buttocks,buttocks,4,eng/image/buttocks.png,eng/audio/buttocks.ogg,eng/audio/buttocks.ogg
zoo,zoo,4,eng/image/zoo.png,eng/audio/zoo.ogg,eng/audio/zoo.ogg
sailfish,sailfish,4,eng/image/sailfish.png,eng/audio/sailfish.ogg,eng/audio/sailfish.ogg
wolf,wolf,4,eng/image/wolf.png,eng/audio/wolf.ogg,eng/audio/wolf.ogg
candel,candel,4,eng/image/candel.png,eng/audio/candel.ogg,eng/audio/candel.ogg
hand,hand,4,eng/image/hand.png,eng/audio/hand.ogg,eng/audio/hand.ogg
umpire,umpire,4,eng/image/umpire.png,eng/audio/umpire.ogg,eng/audio/umpire.ogg
temperature,temperature,4,eng/image/temperature.png,eng/audio/temperature.ogg,eng/audio/temperature.ogg
hate,hate,4,eng/image/hate.png,eng/audio/hate.ogg,eng/audio/hate.ogg
foot,foot,4,eng/image/foot.png,eng/audio/foot.ogg,eng/audio/foot.ogg
baby,baby,4,eng/image/baby.png,eng/audio/baby.ogg,eng/audio/baby.ogg
garlic,garlic,4,eng/image/garlic.png,eng/audio/garlic.ogg,eng/audio/garlic.ogg
boil,boil,4,eng/image/boil.png,eng/audio/boil.ogg,eng/audio/boil.ogg
picture,picture,4,eng/image/picture.png,eng/audio/picture.ogg,eng/audio/picture.ogg
waterfall,waterfall,4,eng/image/waterfall.png,eng/audio/waterfall.ogg,eng/audio/waterfall.ogg
hut,hut,4,eng/image/hut.png,eng/audio/hut.ogg,eng/audio/hut.ogg
carton,carton,4,eng/image/carton.png,eng/audio/carton.ogg,eng/audio/carton.ogg
cocoon,cocoon,4,eng/image/cocoon.png,eng/audio/cocoon.ogg,eng/audio/cocoon.ogg
baby corn,baby corn,4,eng/image/baby corn.png,eng/audio/baby corn.ogg,eng/audio/baby corn.ogg
grapefruit,grapefruit,4,eng/image/grapefruit.png,eng/audio/grapefruit.ogg,eng/audio/grapefruit.ogg
saturday,saturday,4,eng/image/saturday.png,eng/audio/saturday.ogg,eng/audio/saturday.ogg
red,red,4,eng/image/red.png,eng/audio/red.ogg,eng/audio/red.ogg
sick/ill,sick/ill,4,eng/image/sick/ill.png,eng/audio/sick/ill.ogg,eng/audio/sick/ill.ogg
crab,crab,4,eng/image/crab.png,eng/audio/crab.ogg,eng/audio/crab.ogg
sheep,sheep,4,eng/image/sheep.png,eng/audio/sheep.ogg,eng/audio/sheep.ogg
ocean,ocean,4,eng/image/ocean.png,eng/audio/ocean.ogg,eng/audio/ocean.ogg
butterfly,butterfly,4,eng/image/butterfly.png,eng/audio/butterfly.ogg,eng/audio/butterfly.ogg
books,books,4,eng/image/books.png,eng/audio/books.ogg,eng/audio/books.ogg
talk,talk,4,eng/image/talk.png,eng/audio/talk.ogg,eng/audio/talk.ogg
bench,bench,4,eng/image/bench.png,eng/audio/bench.ogg,eng/audio/bench.ogg
fox,fox,4,eng/image/fox .png,eng/audio/fox .ogg,eng/audio/fox .ogg
storm,storm,4,eng/image/storm.png,eng/audio/storm.ogg,eng/audio/storm.ogg
eggs,eggs,4,eng/image/eggs.png,eng/audio/eggs.ogg,eng/audio/eggs.ogg
peacock,peacock,4,eng/image/peacock.png,eng/audio/peacock.ogg,eng/audio/peacock.ogg
earring,earring,4,eng/image/earring.png,eng/audio/earring.ogg,eng/audio/earring.ogg
forehead,forehead,4,eng/image/forehead.png,eng/audio/forehead.ogg,eng/audio/forehead.ogg
door mat,door mat,4,eng/image/door mat.png,eng/audio/door mat.ogg,eng/audio/door mat.ogg
lightning,lightning,4,eng/image/lightning.png,eng/audio/lightning.ogg,eng/audio/lightning.ogg
pomogranate,pomogranate,4,eng/image/pomogranate.png,eng/audio/pomogranate.ogg,eng/audio/pomogranate.ogg
leopard,leopard,4,eng/image/leopard.png,eng/audio/leopard.ogg,eng/audio/leopard.ogg
van,van,4,eng/image/van.png,eng/audio/van.ogg,eng/audio/van.ogg
eye,eye,4,eng/image/eye.png,eng/audio/eye.ogg,eng/audio/eye.ogg
quiver,quiver,4,eng/image/quiver.png,eng/audio/quiver.ogg,eng/audio/quiver.ogg
game,game,4,eng/image/game.png,eng/audio/game.ogg,eng/audio/game.ogg
lady,lady,4,eng/image/lady.png,eng/audio/lady.ogg,eng/audio/lady.ogg
many,many,4,eng/image/many.png,eng/audio/many.ogg,eng/audio/many.ogg
yolk,yolk,4,eng/image/yolk.png,eng/audio/yolk.ogg,eng/audio/yolk.ogg
sponge mop,sponge mop,4,eng/image/sponge mop.png,eng/audio/sponge mop.ogg,eng/audio/sponge mop.ogg
sweater,sweater,4,eng/image/sweater.png,eng/audio/sweater.ogg,eng/audio/sweater.ogg
naughty,naughty,4,eng/image/naughty.png,eng/audio/naughty.ogg,eng/audio/naughty.ogg
ostrich,ostrich,4,eng/image/ostrich.png,eng/audio/ostrich.ogg,eng/audio/ostrich.ogg
map,map,4,eng/image/map.png,eng/audio/map.ogg,eng/audio/map.ogg
fish,fish,4,eng/image/fish.png,eng/audio/fish.ogg,eng/audio/fish.ogg
question,question,4,eng/image/question.png,eng/audio/question.ogg,eng/audio/question.ogg
dam,dam,4,eng/image/dam.png,eng/audio/dam.ogg,eng/audio/dam.ogg
cat,cat,4,eng/image/cat.png,eng/audio/cat.ogg,eng/audio/cat.ogg
plant,plant,4,eng/image/plant.png,eng/audio/plant.ogg,eng/audio/plant.ogg
sink,sink,4,eng/image/sink.png,eng/audio/sink.ogg,eng/audio/sink.ogg
fig,fig,4,eng/image/fig.png,eng/audio/fig.ogg,eng/audio/fig.ogg
anchor,anchor,4,eng/image/anchor.png,eng/audio/anchor.ogg,eng/audio/anchor.ogg
armpit,armpit,4,eng/image/armpit.png,eng/audio/armpit.ogg,eng/audio/armpit.ogg
eyelashes,eyelashes,4,eng/image/eyelashes.png,eng/audio/eyelashes.ogg,eng/audio/eyelashes.ogg
brown,brown,4,eng/image/brown.png,eng/audio/brown.ogg,eng/audio/brown.ogg
buffalo,buffalo,4,eng/image/buffalo.png,eng/audio/buffalo.ogg,eng/audio/buffalo.ogg
zodiac,zodiac,4,eng/image/zodiac.png,eng/audio/zodiac.ogg,eng/audio/zodiac.ogg
bottle,bottle,4,eng/image/bottle.png,eng/audio/bottle.ogg,eng/audio/bottle.ogg
pigeon,pigeon,4,eng/image/pigeon.png,eng/audio/pigeon.ogg,eng/audio/pigeon.ogg
green,green,4,eng/image/green.png,eng/audio/green.ogg,eng/audio/green.ogg
prawn,prawn,4,eng/image/prawn.png,eng/audio/prawn.ogg,eng/audio/prawn.ogg
tiered,tiered,4,eng/image/tiered.png,eng/audio/tiered.ogg,eng/audio/tiered.ogg
pig,pig,4,eng/image/pig.png,eng/audio/pig.ogg,eng/audio/pig.ogg
potato,potato,4,eng/image/potato.png,eng/audio/potato.ogg,eng/audio/potato.ogg
vulture,vulture,4,eng/image/vulture.png,eng/audio/vulture.ogg,eng/audio/vulture.ogg
cow,cow,4,eng/image/cow .png,eng/audio/cow .ogg,eng/audio/cow .ogg
sand,sand,4,eng/image/sand.png,eng/audio/sand.ogg,eng/audio/sand.ogg
neck,neck,4,eng/image/neck.png,eng/audio/neck.ogg,eng/audio/neck.ogg
evening,evening,4,eng/image/evening.png,eng/audio/evening.ogg,eng/audio/evening.ogg
humble,humble,4,eng/image/humble.png,eng/audio/humble.ogg,eng/audio/humble.ogg
coffee maker,coffee maker,4,eng/image/coffee maker.png,eng/audio/coffee maker.ogg,eng/audio/coffee maker.ogg
oven,oven,4,eng/image/oven.png,eng/audio/oven.ogg,eng/audio/oven.ogg
spring,spring,4,eng/image/spring.png,eng/audio/spring.ogg,eng/audio/spring.ogg
door bell,door bell,4,eng/image/door bell.png,eng/audio/door bell.ogg,eng/audio/door bell.ogg
sofa,sofa,4,eng/image/sofa.png,eng/audio/sofa.ogg,eng/audio/sofa.ogg
starfish,starfish,4,eng/image/starfish.png,eng/audio/starfish.ogg,eng/audio/starfish.ogg
gown,gown,4,eng/image/gown.png,eng/audio/gown.ogg,eng/audio/gown.ogg
swift,swift,4,eng/image/swift.png,eng/audio/swift.ogg,eng/audio/swift.ogg
picture frame,picture frame,4,eng/image/picture frame.png,eng/audio/picture frame.ogg,eng/audio/picture frame.ogg
dustpan,dustpan,4,eng/image/dustpan.png,eng/audio/dustpan.ogg,eng/audio/dustpan.ogg
zone,zone,4,eng/image/zone.png,eng/audio/zone.ogg,eng/audio/zone.ogg
hat,hat,4,eng/image/hat.png,eng/audio/hat.ogg,eng/audio/hat.ogg
east,east,4,eng/image/east.png,eng/audio/east.ogg,eng/audio/east.ogg
radio,radio,4,eng/image/radio.png,eng/audio/radio.ogg,eng/audio/radio.ogg
dish rack,dish rack,4,eng/image/dish rack.png,eng/audio/dish rack.ogg,eng/audio/dish rack.ogg
mouse,mouse,4,eng/image/mouse .png,eng/audio/mouse .ogg,eng/audio/mouse .ogg
tea kettle,tea kettle,4,eng/image/tea kettle.png,eng/audio/tea kettle.ogg,eng/audio/tea kettle.ogg
quarter,quarter,4,eng/image/quarter.png,eng/audio/quarter.ogg,eng/audio/quarter.ogg
friday,friday,4,eng/image/friday.png,eng/audio/friday.ogg,eng/audio/friday.ogg
mustard apple,mustard apple,4,eng/image/mustard apple.png,eng/audio/mustard apple.ogg,eng/audio/mustard apple.ogg
this afternoon,this afternoon,4,eng/image/this afternoon.png,eng/audio/this afternoon.ogg,eng/audio/this afternoon.ogg
middle aged person,middle aged person,4,eng/image/middle aged person.png,eng/audio/middle aged person.ogg,eng/audio/middle aged person.ogg
lychee,lychee,4,eng/image/lychee.png,eng/audio/lychee.ogg,eng/audio/lychee.ogg
gloves,gloves,4,eng/image/gloves.png,eng/audio/gloves.ogg,eng/audio/gloves.ogg
chocolate milk,chocolate milk,4,eng/image/chocolate milk.png,eng/audio/chocolate milk.ogg,eng/audio/chocolate milk.ogg
mustache,mustache,4,eng/image/mustache.png,eng/audio/mustache.ogg,eng/audio/mustache.ogg
asparagus,asparagus,4,eng/image/asparagus.png,eng/audio/asparagus.ogg,eng/audio/asparagus.ogg
freezing,freezing,4,eng/image/freezing.png,eng/audio/freezing.ogg,eng/audio/freezing.ogg
bake,bake,4,eng/image/bake.png,eng/audio/bake.ogg,eng/audio/bake.ogg
tortise,tortise,4,eng/image/tortise.png,eng/audio/tortise.ogg,eng/audio/tortise.ogg
jacket,jacket,4,eng/image/jacket.png,eng/audio/jacket.ogg,eng/audio/jacket.ogg
kid,kid,4,eng/image/kid.png,eng/audio/kid.ogg,eng/audio/kid.ogg
dragonfly,dragonfly,4,eng/image/dragonfly.png,eng/audio/dragonfly.ogg,eng/audio/dragonfly.ogg
drum,drum,4,eng/image/drum.png,eng/audio/drum.ogg,eng/audio/drum.ogg
pour,pour,4,eng/image/pour.png,eng/audio/pour.ogg,eng/audio/pour.ogg
crane,crane,4,eng/image/crane.png,eng/audio/crane.ogg,eng/audio/crane.ogg
pack,pack,4,eng/image/pack.png,eng/audio/pack.ogg,eng/audio/pack.ogg
adult,adult,4,eng/image/adult.png,eng/audio/adult.ogg,eng/audio/adult.ogg
dish towel,dish towel,4,eng/image/dish towel.png,eng/audio/dish towel.ogg,eng/audio/dish towel.ogg
ring,ring,4,eng/image/ring.png,eng/audio/ring.ogg,eng/audio/ring.ogg
kiwi,kiwi,4,eng/image/kiwi.png,eng/audio/kiwi.ogg,eng/audio/kiwi.ogg
boy,boy,4,eng/image/boy.png,eng/audio/boy.ogg,eng/audio/boy.ogg
bat,bat,4,eng/image/bat.png,eng/audio/bat.ogg,eng/audio/bat.ogg
quart,quart,4,eng/image/quart.png,eng/audio/quart.ogg,eng/audio/quart.ogg
turnip,turnip,4,eng/image/turnip.png,eng/audio/turnip.ogg,eng/audio/turnip.ogg
kitchen,kitchen,4,eng/image/kitchen.png,eng/audio/kitchen.ogg,eng/audio/kitchen.ogg
king,king,4,eng/image/king.png,eng/audio/king.ogg,eng/audio/king.ogg
